,Feature,Importance
1626,prontuario_TEVE UMA SUSPENSÃO PELO QUADRO ANEMICO BOA EVOLUÇÃO AMBULATORIAL,0.00023955794706909104
1207,prontuario_01 SUSPENSÃO POR PIURIA BOA EVOLUÇÃO AMBULATORIAL,0.00023778163356723625
866,COMORBIDADES_HAS/TABAGISMO/DPOC,0.00023649481464143487
455,COMORBIDADES_Alzheimer + DM,0.00023648698557153858
563,COMORBIDADES_EPILEPSIA/PARKINSON,0.00023547644667374888
1440,prontuario_FEZ TC CRANIO QUE VEIO NL OPEROU ANTES DA NRC AVALIAR FEZ DOPLER VENOSO MIE SEM TVP,0.00023511567132544764
622,COMORBIDADES_HAS/ALZHEIMER/AVC,0.0002348219667513178
1086,prontuario_01 SUSP 02/09 AVANÇO HORÁRIO,0.00023437556962053964
1209,prontuario_01 SUSPENSÃO POR PLAQUETOPENIA ,0.00023305200333950795
618,COMORBIDADES_HAS/ALZHEIMER / DEMENCIA AVANÇADA,0.0002321920575681476
79,TEMPO TRAUMA/PORTA_38-39,0.00022960737257508024
1566,prontuario_RETORNOU AMBULATORIO OK,0.00022925534383422583
440,COMORBIDADES_ASMA/GLAUCOMA,0.00022817961964012863
576,COMORBIDADES_ETILISTA/TABAGISTA,0.00022655381714495521
400,COMORBIDADES_ALZHEIMER AVANÇADO,0.00022565383439362033
49,CIRURGIA_PTQ E ,0.00022540291303367575
874,COMORBIDADES_HIPOTIREOIDISMO,0.00022516746146590888
886,COMORBIDADES_IAM RECENTE,0.00022410424778452397
597,COMORBIDADES_HAS CARDIOPATIA AVC 2023 COM SEQUELA MOTORA,0.0002238557731955292
1071,INFECÇÃO FO_INFECÇÃO FO,0.0002235128608214646
1159,prontuario_01 SUSP FALTA UTI / RETORNO AMBULATÓRIO OK,0.00022328428171523642
734,COMORBIDADES_HAS/DM/DISLIPIDEMIA,0.0002226662358690976
51,CIRURGIA_PTQD,0.00022245607650439838
1092,prontuario_01 SUSP 09/03 DEVIDO ALTERAÇÃO ELETRO FEZ ECO,0.00022125472860814598
1173,prontuario_01 SUSP ITU FEZ TEP COLOCOU FILTRO VEIA CAVA FEZ DELIRIUM ALTA REG,0.00022048111346699103
688,COMORBIDADES_HAS/DISLIPIDEMIA,0.0002204617805607511
1568,prontuario_RETORNOU COM FRATURA PERIPROTETICA SENDO OPERADA 31/05/PTQ E BOA EVOLUÇÃO AMBULATORIAL,0.00021944119817109568
1244,prontuario_AMB OK ,0.00021939016711500768
551,COMORBIDADES_DOENÇA CHRON,0.00021938267517268787
425,COMORBIDADES_ALZHEIMER/TOTALMENTE DEPENDENTE,0.00021935027080695308
283,TEMPO CIRURGIA A ALTA_36-37,0.00021890363228488182
635,COMORBIDADES_HAS/ALZHEIMER/NEO INTESTINO,0.0002185745230346666
1629,prontuario_TINHA FX UMERO PRECISOU AV NRC + TC CRANIO,0.00021787449396891905
591,COMORBIDADES_HAS + TRANSPLANTE RIM HÁ 20 ANOS,0.00021661284718532139
835,COMORBIDADES_HAS/Ico,0.00021622644179037747
787,COMORBIDADES_HAS/DPOC/SEQUELA AVC,0.00021612689372358626
987,MÊS_FEVERERI,0.0002159831567661083
412,COMORBIDADES_ALZHEIMER/DM/MARCAPASSO,0.00021577789846878497
1275,"prontuario_BOA EVOLUÇÃO AMBULATORIAL  // POSTERIORMENTE EVOLUIU COM INFECÇÃO DA PRÓTESE, RETIROU A MESMA EM MAIO DE 2019, FICOU LONGO TEMPO INTERNADA EM ATB, PALIOU EVOLUIU ÓBITO EM JUNHO DE 2019",0.00021553214224330662
1154,prontuario_01 SUSP FALTA MATERIAL,0.00021476855380327166
365,MÉDIA DE PERMANÊNCIA_72-73,0.00021429645888251691
735,COMORBIDADES_HAS/DM/DLP,0.00021383142424935802
1238,prontuario_ALTA 03/12 E REINTERNAÇÃO DIA 14/12 DEVIDO INFECÇÃO PRÓTESE,0.0002123244921296475
451,COMORBIDADES_AVC/PLEGIA/AFASIA/DM/HAS,0.00021164562880201108
1174,prontuario_01 SUSP ITU RETORNO AMB OK,0.0002107713586109293
683,COMORBIDADES_HAS/DEMENCIA/HIPERURICEMIA,0.000210330793484395
396,COMORBIDADES_02 AVC,0.00021006453835993862
1182,prontuario_01 SUSP USO DE XARELTO/ UMA SUSP DIA 16/04 EVACUOU SALA ,0.000209140719713856
714,COMORBIDADES_HAS/DM/AVC DEFICIT 02 ANOS,0.0002086201452602717
1636,prontuario_TRATOU ITU BOA EVOLUÇÃO,0.00020848066939879308
785,COMORBIDADES_HAS/DPOC/IRA,0.0002080697486223667
1183,prontuario_01 SUSPENSÃO 01/03 POR TAQUICARDIA PAROXÍSTICA NECESSITOU ECOTT E AV CARDIO,0.0002070822524143801
1668,"prontuario_UMA SUSPENSÃO EVACUAÇÃO MESA, POI UTI, BOA EVOLUÇÃO AMBULATORIAL",0.00020705031106689733
508,COMORBIDADES_DM/CARDIOPATIA,0.00020562710480731327
1311,"prontuario_CASO SOCIAL, FEZ COLECISTITE AGUDA E OUTRAS COMPICAÇÕES NO PÓS-OPERATÓRIO",0.00020554036979691028
1181,prontuario_01 SUSP POR USO DROGAS AGUARDOU SETE DIAS DE ABSTINENCIA P/ OPERAR,0.00020490129985337055
1118,prontuario_01 SUSP 24/05 ITU APRESENTOU CRISE CONVULSIVA ANTES DE OPERAR EVOLUIU BCP/ITU  PALIOU,0.00020318490145338646
1326,"prontuario_CIRURGIA DEMOROU PQ PAC TINHA CIR PREGRESSA E NECESSITAVA MATERIAL ESPECIFICO PARA RETIRADA DE MATERIAL DE SINTESE, DEMOROU PARA CONSEGUIR LAUDO CIRURGIA PREGRESSA RETORNO AMBULATORIAL OK",0.0002014551595059544
596,COMORBIDADES_HAS AVCI 20219 CONVULSÃO,0.00020013276034117948
1189,prontuario_01 SUSPENSÃO 19/09/2022,0.0002000073719438414
742,COMORBIDADES_HAS/DM/DPOC/DEPRESSÃO,0.00019975963459048333
564,COMORBIDADES_EPILEP´SAI/DLP/HIPOTIREOIDISMO,0.00019954901631008274
1409,prontuario_FEZ BRADICARDIA SUBITA E PCR NOITE NA SEMI-INTENSIVA,0.00019920322193709347
1302,"prontuario_BOA EVOLUÇÃO, INTERNOU DEPOIS POR OUTROS MOTIVOS EVOLUINDO A ÓBITO",0.00019844577176784018
1384,prontuario_EVOLUIU ESTADIA PROLONGADA SEMI SUSPEITA TEP TVP ICC PALIOU FOI PARA CASA CUIDADOS PROPORCIONAIS ,0.00019829146655548087
899,COMORBIDADES_ICC/HAS/REVASC MIOCARDIO,0.0001982429620308948
684,COMORBIDADES_HAS/DEPRESSÃO,0.00019822794515077797
595,COMORBIDADES_HAS ALZHEIMER,0.00019820987818747977
1186,prontuario_01 SUSPENSÃO 10 DE ABRIL FALTA DE MATERIAL,0.00019787101945655964
1607,prontuario_TEVE ALTERAÇÃO CREATININA E PRECISOU INVESTIGAR SUSPEITA DE IAM,0.0001974639918193275
399,COMORBIDADES_ALZHEIMER / HAS,0.00019716715757042214
1690,prontuario_UMA VEZ SUSPENSA DEVIDO SUSPEITA DE IAM E OUTRAS TRES SUSPENSOES DEVIDO ITU BOA EVOLUÇÃO AMBULATORIAL,0.00019705994386839615
1206,"prontuario_01 SUSPENSÃO POR ITU, LEUCOCITÚRIA ASSINTOMÁTICA SEM ATB",0.00019631546408723473
1549,prontuario_REINTERNOU 28/06 DEVIDO SOLTURA MATERIAL DE SINTESE OPTADO POR RETIRADA DE MATERIAL SINTESE E EVOLUÇÃO PSEUDOARROSE BOA EVOLEÇÃO AMBULATORIAL,0.00019582644617005662
280,TEMPO CIRURGIA A ALTA_30-31,0.0001958111211829619
885,COMORBIDADES_IAM 06 MESES,0.00019513744099384817
1297,prontuario_BOA EVOLUÇÃO RETORNO AMBULATORIO OK,0.00019278419748329056
847,COMORBIDADES_HAS/NÃO CONTACTUANTE,0.00019267814801946824
1346,prontuario_DIAFISE S73.3,0.0001903833846580907
1476,prontuario_INTERNOU DIA 24 SUSPEITA HDA SOLICITADO EDA 25/01 FICOU COMO ILEO PARALITICO,0.00018952186442275254
1072,INFECÇÃO FO_M,0.0001873966069242501
964,COMORBIDADES_TABAGISMO/BCP MENOS 30 DIAS,0.00018685299638770462
292,TEMPO CIRURGIA A ALTA_54-55,0.0001867440914402322
1521,prontuario_PAC DEMENCIA AVANÇADA AGUARDOU FAMILIAR PARA PROGRAMAÇÃO PALIOU ,0.00018552845103017107
421,COMORBIDADES_ALZHEIMER/HAS/SEQUELA AVC,0.0001852728409788557
1643,prontuario_UMA SUSP FALTA VAGA UTI,0.00018473037784135863
752,COMORBIDADES_HAS/DM/HPB,0.00018471897738050105
1316,"prontuario_CHEGOU COM ITU EM TT/O CIR SUSPENSA POR AVANÇO HORÁRIO DIA 08, OPEROU DIA 10,FOI PARA UTI, INTERROGADO AVC NA UTI EVOLUIU A ÓBITO ",0.00018429606697384783
539,COMORBIDADES_DM/HAS/TABAGISMO,0.00018421063198593334
1675,"prontuario_UMA SUSPENSÃO FALTA FAMILIAR ASSINAR TERMO, SEGUNDA SUSPENSÃO POR ITU, TERCEIRA SUSPENSÃO FALTA DE JEJUM, BOA EVOLUÇÃO AMBULATORIAL ",0.00018343749349215903
1176,"prontuario_01 SUSP POR ALTERAÇÃO CREATININA QUE MELHOROU APÓS HIDRATAÇÃO, OUTRA SUSPENSÃO FALTA ESCOPIA",0.00018340403635552373
407,COMORBIDADES_ALZHEIMER/DEPRESSÃO,0.00018250248200893154
1194,prontuario_01 SUSPENSÃO CAIXA MOLHADA 17/06 OUTRA SUSPENSÃO 20/06 POR HAS,0.00018201010930088223
1258,prontuario_BOA EBOLUÇÃO AMB OK ,0.00018186734281490488
1367,prontuario_EVOLUIU COM COMPLICAÇÕES E ÓBITO,0.00018166816348691653
643,COMORBIDADES_HAS/ARRITMIA/DPOC,0.00018132225224280193
1233,prontuario_32 DIAS DE FRATURA,0.0001800552407794811
1119,prontuario_01 SUSP 25/11 FALTA SEMI  01 SUSP 27/11 FALTA SEMI  01 SUSP 29/11 MATERIAL SUJO,0.00017914550812802042
350,MÉDIA DE PERMANÊNCIA_42-43,0.0001783957826537088
1385,prontuario_EVOLUIU IRA + REBAIXAMENTO + PALIAÇÃO +ÓBITO,0.00017792430656071338
649,COMORBIDADES_HAS/ARRTMIA/HIPOTIREOIDISMO,0.00017778431771489408
693,COMORBIDADES_HAS/DLP/DEMENCIA,0.00017746182405414902
1215,prontuario_01 SUSPENSÃOAVANÇO HORÁRIO  FX RADIO CONCOMITANTE TRATAMENTO CONSERVADOR,0.00017727215743971181
1339,prontuario_DEMOROU PARA DEAMBULAR NA ENFERMARIA,0.0001772032532820382
1212,prontuario_01 SUSPENSÃO SEXTA INJUSTIFICADA DA ANESTESIA ,0.00017680741918533915
1461,"prontuario_FX PERIPROTETICA OPERADA EM OUTRO HOSPITAL, UMA SUSPENSÃO POR FALTA DE MATERIAL, OUTRA SUSPENSÃO POR AVANÇO DE HORÁRIO, ",0.00017653850099253146
1167,prontuario_01 SUSP ITU 11/12,0.00017644525030151347
349,MÉDIA DE PERMANÊNCIA_40-41,0.00017514213125367588
1245,prontuario_AMB OK DEVIDO FLEXO JOELHO E QUADRIL REALIZADO SOMENTE RESSECÇÃO CABEÇA DO FEMUR,0.00017504030747530943
838,COMORBIDADES_HAS/LABIRINTITE/HIPOTIEROIDISMO10/04/2018,0.00017495386209649965
517,COMORBIDADES_DM/HAS/ALZHEIMER,0.00017380848995685475
646,COMORBIDADES_HAS/ARRTMIA// HIPOTIREOIDISMO,0.00017297369098453493
419,COMORBIDADES_ALZHEIMER/HAS/DM,0.00017295222305338157
513,COMORBIDADES_DM/ETILISMO/TABAGISMO/PANCREATITE CRONICA/ALXHEIMER,0.0001719202190595176
1433,prontuario_FEZ ITU PÓS-OPERATÓRIO,0.00017166783391858124
781,COMORBIDADES_HAS/DM/USO ALENDRONATO,0.000170227838543459
1172,prontuario_01 SUSP ITU BOA EVOLUÇÃO,0.0001688719824579221
1663,prontuario_UMA SUSPENSÃO DEVIDO AVANÇO HORÁRIO BOA EVOLUÇÃO AMBULATORIAL,0.0001688375838426371
961,COMORBIDADES_SURDEZ/ALZHEIMER,0.0001687634205819856
1271,prontuario_BOA EVOLUÇÃO AMB OK,0.0001685684261785866
626,COMORBIDADES_HAS/ALZHEIMER/DEPRESSÃO,0.00016853602343149074
751,COMORBIDADES_HAS/DM/HIV/AVC,0.00016844019089010096
826,COMORBIDADES_HAS/ICC/ITU/HIPERCALEMIA,0.00016735263237403376
528,COMORBIDADES_DM/HAS/IAM,0.00016713044792347246
454,COMORBIDADES_AVCRECENTE,0.00016707286150844194
682,COMORBIDADES_HAS/DEMENCIA/DLP/HIPOTIREOIDISMO,0.00016550137767778496
495,COMORBIDADES_DEPRESSÃO/ESCLERODERMIA/ARRITMIA/SÍNDROME SJOGREN,0.00016437987010001036
54,CIRURGIA_RESSECÇÃO CABEÇA FEMORAL,0.00016431249518483921
1669,"prontuario_UMA SUSPENSÃO EVACUAÇÃO SALA , BOA EVOLUÇÃO AMBULATORIAL ",0.00016394238313744894
558,COMORBIDADES_DPOC/TABAGISMO/TU GASTRICO,0.00016360328411020342
1637,"prontuario_TRATOU ITU, ALTA DIA 12 SO FOI DE ALTA DIA 14 DEVIDO PROBLEMA SOCIAL",0.00016322085956352214
519,COMORBIDADES_DM/HAS/AVC(3),0.00016285620197157468
549,COMORBIDADES_DM/REVASC MIOCARDIO,0.00016228547522227535
1232,prontuario_06 PCR CENTRO DEPOIS SANGROU MUITO EVOLUINDO A ÓBITO,0.0001622529387104353
1695,"prontuario_VARIAS SUSPENSOES, DIARREIA, SUSPEITA COVID, RETRNO AMBULATÓRIO OK",0.00016210605627128345
941,COMORBIDADES_PARKINSON,0.00016147936672626523
536,COMORBIDADES_DM/HAS/PO AMP PÉ,0.0001608494481124873
694,COMORBIDADES_HAS/DLP/DEPRESSÃO,0.00016083364352592798
1401,prontuario_FEZ ANEMIA ITU ESCARA SACRAL,0.00016023040370834272
1443,prontuario_FEZ TVP MEMBRO INFERIOR,0.0001598625082994697
1040,MÊS_mai.-20,0.00015976252318186085
446,COMORBIDADES_AVC/CIR CARD MITRAL,0.0001592610220443586
1534,prontuario_PEDIRAM TC PARA VER FRATURA ACABOU OPERANDO SEM REALIZAR TOMOGRAFIA ,0.00015904220581572953
1700,prontuario_ÓBITO POR MORTE SÚBITA PROVÁVEL TEP FOI PARA IML ,0.00015901387801821006
313,TEMPO CIRURGIA A ALTA_96-97,0.00015893272022005016
1479,prontuario_ITU FEZ USO DE MEROENM,0.0001587574086484806
777,COMORBIDADES_HAS/DM/SINDROME PANICO,0.0001579956878114123
889,COMORBIDADES_IAM/HAS/DRC,0.00015770457617148202
380,MÉDIA DE PERMANÊNCIA_102-103,0.0001568909059771581
809,COMORBIDADES_HAS/IAM/ALZHEIMER,0.00015673886738506554
1399,prontuario_FAZ ITU POS OPERATORIO BOA EVOLUÇÃO AMBULATORIAL,0.00015669325564394396
1315,prontuario_CHEGOU COM COVID 01 SUSPENSAO 02/02 DEVIDO FALTA DE LEITO ISOLAMENTO POS OPERATRORIO FEZ PANCREATITE NO POS OPERATORIO EVOLUINDO OBITO,0.0001566546272262128
652,COMORBIDADES_HAS/ARTRITE REUMATOIDE,0.0001563033246579731
258,TEMPO ATÉ CIRURGIA_22-23,0.00015628778265120558
665,COMORBIDADES_HAS/AVCI,0.00015537211796029285
970,COMORBIDADES_TRANSPLANTE HEPÁTICO,0.00015524932488050264
1540,prontuario_PRECISOU ESTABILIZAR O RIM ANTES DE OPRRAR ,0.0001549752929134201
863,COMORBIDADES_HAS/SEQUELA AVCI,0.00015485429221811242
940,COMORBIDADES_PARALISIA CEREBRAL/EPILEPSIA,0.00015419115132659646
685,COMORBIDADES_HAS/DEPRESSÃO/DEMENCIA/OSTEOPOROSE,0.00015391599825453613
479,COMORBIDADES_DEMENCIA/HAS/DLP/CATARATA/DEFICIT AUDITIBO,0.0001537354492370699
1089,prontuario_01 SUSP 07/02 ENTRADA DE CESÁREA,0.00015301569564612702
1140,prontuario_01 SUSP DEVIDO USO MAREVAN DIA 12/05,0.00015296599361928033
1582,prontuario_SUSPEITA NÃO CONFIRMADA TVP,0.00015167237162059892
1575,prontuario_SETE DIAS ATB,0.0001516244872912461
1197,"prontuario_01 SUSPENSÃO DIA 26/03 EVACUAÇÃO SALA, 01 SUSPENSÃO 29/03 BACTERIURIA ASSINTOMATICA",0.00015158627533558752
1304,prontuario_BOA EVULÇÃO NO AMBULATÓRIO,0.0001514945427999026
702,COMORBIDADES_HAS/DM LONGA DATA,0.00015078821727419064
1200,prontuario_01 SUSPENSÃO FALTA EXAMES BOA EVOLUÇÃO AMBULATORIAL,0.0001504698364290778
628,COMORBIDADES_HAS/ALZHEIMER/DPOC,0.00015038278510801436
1340,prontuario_DEMOROU PARA OPERAR POIS HAVIA SUSPEITA DE FRATURA PATOLOGICA - NEOPLASIA- BOA EVOLUÇÃO NIO PÓS-OPERATÓRIO,0.0001495697628932199
1184,prontuario_01 SUSPENSÃO 06/12 POR MATERIAL CONTAMINADO / RETORNO AMBULATORIAL OK/ NO RETORNO AMBULATORIAL EM 07/01/2022 APRESENTOU SUBITAMENTE REBAIXAMENTO EVOLUINDO ÓBITO PROVÁVEL TEP,0.00014940424380472146
1363,prontuario_EVOLUIU BCP/ITU PALIOU,0.0001491060349311765
1133,prontuario_01 SUSP AVANÇO HORÁRIO RETORNO AMBUÇATORIO OK,0.00014879651806855635
401,COMORBIDADES_ALZHEIMER HAS,0.00014785593227273857
437,COMORBIDADES_ASLZHEIMER+DM,0.00014768413088968112
1224,"prontuario_02 SUSPENSÓES - HORÁRIO AVANÇADO, QUEBRA JEJUM, FOI DE ALTA OM SNE SOB ORIENTAÇÃO FONO",0.00014730251191794714
261,TEMPO ATÉ CIRURGIA_28-29,0.00014697338668606552
1404,prontuario_FEZ ARTROPLASTIA OMBRO DIA 19/12,0.0001467051631454045
1161,"prontuario_01 SUSP HB 6,3",0.0001466211947849265
925,COMORBIDADES_LABIRINTITE,0.00014626886829109613
982,MÊS_ABRL/2019,0.0001462354739140625
1699,prontuario_reotrno ambulatório ok,0.0001460886570021475
895,COMORBIDADES_ICC/HAS/ALZHEIMER,0.00014538048251157434
1358,"prontuario_ESTAVA COM BOA EVOLUÇÃO AMBULATORIAL, PORÉM LUXOU A PRÓTESES EM ABRIL 2019, DURANTE INDUÇÃO ANESTESICA PARA REDUÇÃO EVOLUIU COM PCR OBITO 26/05",0.00014437220917529311
1651,"prontuario_UMA SUSPENSAO, NÃO RETORNOU AMBULATORIAL ",0.0001441006307071109
497,COMORBIDADES_DISLIPIDEMIA/DM,0.0001439856696916912
1157,"prontuario_01 SUSP FALTA SOLICITAÇÃO SANGUE 21-06, FEZ SEPSE FOCO PULMONAR ",0.00014397854278566197
1656,prontuario_UMA SUSPENSÃO ARRTMIA DEMOROU COMPENSAR TRATOU ITU POS OPERATORIO AINDA NÃO RETORNOU AMBULATORIO,0.0001438018127300263
1281,"prontuario_BOA EVOLUÇÃO AMBULATORIAL, TEVE UMA SUSPENSÃO DEVIDO USO DE CLOPIDOGREL",0.00014348935701137143
1261,prontuario_BOA EVOLUÇAO AMBULATORIAL,0.00014311965305843533
1115,prontuario_01 SUSP 20/01 UMA SUSP 27/01 ITU TAZOCIN BCP DESSATURAÇÃO ÓBITO,0.00014288376685947485
1252,prontuario_AV NRC FEZ TC CRANIO 01 SUSP 14/01 AVANÇO DE HORARIO,0.00014287646643951254
377,MÉDIA DE PERMANÊNCIA_96-97,0.00014268125760259664
1121,"prontuario_01 SUSP 27/07 DEVIDO ITU, ORIENTADO MANTER CORTICOIDE POR CINCO DIAS ANTES DE OPERAR ",0.00014263301942315268
580,COMORBIDADES_FA/DM/HAS/AIT/DEMENCIA,0.00014213379111544682
47,CIRURGIA_PTQ D ,0.00014078849626263833
428,COMORBIDADES_ANEMIA,0.00013996881522149263
1254,prontuario_BCP EXTENSA  PALIOU,0.00013949900685332383
1221,prontuario_02 SUSP UMA FALTA MESA DE TRAÇÃO E OUTRA AVANÇO DE HORÁRIO,0.00013946304791417967
1247,prontuario_ANGIOTC CONFIRMOU TEP NO PÓS-OPERATÓRIO,0.00013936822384835214
1130,prontuario_01 SUSP ARRTMIA EVOLUIU COM INS CARDIACA,0.00013920104068039903
1190,prontuario_01 SUSPENSÃO 20/01 AVANÇO HORÁRIO,0.00013827933236847624
1188,prontuario_01 SUSPENSÃO 15/03 DEVIDO FALTA HASTE LONGA ,0.0001364003772155429
1589,prontuario_SUSPENSA UMA VEZ FALTA DE PERFURADOR BOA EVOLUÇÃO RETORNO AMBULATÓRIO OK ,0.00013579077967462727
1494,prontuario_NO POS OPERATORIO APRESENTOU DESSARTURAÇÃO 80 MMHG DEPENDENTE O 2 TC TORAX SEM GRANDE SLATERAÇÕES EVOLUIU OBITO NA SEMI INTENSIVA ,0.0001357359325083714
583,COMORBIDADES_FXT12/ALZHEIMER,0.00013566546258743522
806,COMORBIDADES_HAS/HPB,0.00013566359002752757
1325,"prontuario_CIR SUSPENSA FALTA MATERIAL,BOA EVOLUÇAO AMBULATORIAL ",0.00013549263441987674
560,COMORBIDADES_ENFISEMA/HIPERPLASIA PRÓSTATA,0.00013522235412604967
300,TEMPO CIRURGIA A ALTA_70-71,0.0001343791498226221
1532,prontuario_PASSOU MAL NA FISIOTERAPIA TRES DIAS APÓS ALTA SENDO LIBERADO,0.00013433058407200552
540,COMORBIDADES_DM/HAS/TRANSPLANTADO RENAL,0.00013422646313694227
1543,prontuario_QUEBROU TAMBEM MEMBRO SUPERIOR,0.0001340956051151038
1241,"prontuario_ALTA HOSPITALAR, UMA SUSPENSÃO POR AVANÇO DE HORÁRIO, FEMUR DISTAL",0.00013397476588414324
1099,prontuario_01 SUSP 12/11 AVANÇO HORÁRIO,0.00013375409046350142
1289,"prontuario_BOA EVOLUÇÃO DESCOBRIU TUMOR TÓRAX, DEMOROU PARA TER ALTA DEVIDO ISTO DEVERÁ RETORNAR DIA 18/02 PARA BRONCOSCOPIA 19/02",0.00013285251386695464
637,COMORBIDADES_HAS/AMAUROSE E,0.00013253511746828527
1382,"prontuario_EVOLUIU DELIRIUM + MULTIPLAS COMPLICAÇÕES, PALIOU",0.00013249750280944567
1580,prontuario_SUSPEITA NÃO CONFIRMADA COVID SOLICITADO TRANSFERENCIA TROCA MITRAL URGENTE,0.00013244104507526857
960,COMORBIDADES_SURDEZ,0.0001323518803612238
561,COMORBIDADES_EPILEPSIA,0.00013203232646535112
584,COMORBIDADES_GASTRITE/OSTEOPOROSE,0.0001304958876378496
1613,prontuario_TEVE CIRURGIA SUSPENSA PO RECENTE PTQ D CAIU FX FEMUR ESQUERDOOPTOU-SE POR PALIAÇÃO 60 DIAS DE INTERNAÇÃO,0.0001304841154315546
1104,"prontuario_01 SUSP 14/06, PTQ CONTRALATERAL EM 2020",0.00013048043990619807
1335,"prontuario_CLINICO LIBEROU, ANESTESISTA SUSPENDEU, IRC CRONICA, SÓ OPEROU 09 DIAS DEPOIS, BOA EVOLUÇÃO NO AMBULATÓRIO",0.0001303933240905416
738,COMORBIDADES_HAS/DM/DLP/PARKINSON/IAM COM ESTENT >10ANOS,0.0001293801283399459
1259,prontuario_BOA EVOLEÇÃO AMBULATORIAL ,0.00012924799845131214
535,COMORBIDADES_DM/HAS/PARKINSON/DEPRESSÃO/ALZHEIMER,0.00012918920856678771
1192,prontuario_01 SUSPENSÃO AVANÇO HORÁRIO,0.00012855864238238537
442,COMORBIDADES_AVC 3/ DEMENCIA,0.00012827225253283868
1642,prontuario_UMA SUSP DESSATURAÇÃO BCP + ITU POS OP PALIOU PROPORCIONAL OBITO ,0.00012797873836340603
1163,prontuario_01 SUSP ITU 01 SUSP FALTA UTI AVC RECENTE PAC PLEGICA,0.00012794884619829456
1393,"prontuario_EVOLUÇÃO ARRASTADA COM MULTIPLAS INFECÇÕES, AVCI, DERRAME PLEURAL, ESCARA SACARL",0.0001278654208057242
1352,"prontuario_DUAS SUSPENSOES UMA PA 200/110 OUTRA AVANÇO HORÁRIO ALTA SOCIAL, SO SAIU DO HOSPITAL DIA 09/08 MORADOR DE RUA",0.00012768748788397812
488,COMORBIDADES_DEPRESSAO,0.0001274368535265679
724,COMORBIDADES_HAS/DM/DAC/IAM,0.00012690579400099605
606,COMORBIDADES_HAS SEQUELA AVC,0.0001262104317168657
502,COMORBIDADES_DM + ICC,0.0001252000399669419
1410,prontuario_FEZ CHOQUE CARDIOGENICO POI PALIOU EVOLUIU ÓBITO,0.0001248369653674342
1379,prontuario_EVOLUIU COM PLAQUETOPENIA SANGRAMENTO SEPSE E CHOQUE REFRATÁRIO,0.00012441681936545433
1449,"prontuario_FEZ USO MERONEM 07 DIAS, BOA EVOLUÇÃO AMBULATORIAL",0.0001241341854806711
1587,"prontuario_SUSPENSA CIRURGIA 07/07 POR AVANÇO DE HORÁRIO, BOA EVOLUÇÃO NO AMBULATÓRIO",0.00012314278816485423
1490,"prontuario_NEFROLOGIA SUSPENDEU CIRURGIA DIA 31/01/2018, SO OPEROU DEPOIS DE 01 SEMANA, FOI DE ALTA DA SEMI PARA ENFERMARIA DE CLINICA MÉDICA DIA 11/02 ESTAVA BEM APRESENTOU DESCONFORTO RESPIRATORIO SUBITO EVOLUINDO A ÓBITO PROVAVEL TEP",0.00012255388274084707
498,COMORBIDADES_DISLIPIDEMIA/HIPOTIREOIDISMO,0.0001224216989093197
1417,prontuario_FEZ DSPNEIA POI TC TORAX FICOU COMO ENFISEMA FEZ ITU ,0.00012224269999196316
743,COMORBIDADES_HAS/DM/EPILEEPSIA/ALZHEIMER,0.0001222123762458347
1179,prontuario_01 SUSP POR FALTA HASTE LONGA ,0.00012124171114799466
514,COMORBIDADES_DM/GOTA,0.00012113198633260447
565,COMORBIDADES_EPLEPSIA/HAS,0.00012110126469631214
477,COMORBIDADES_DEMENCIA/HAS/ARRTMIA,0.00012024069027490421
1153,prontuario_01 SUSP FALTA DE UTI,0.00012020694883961291
680,COMORBIDADES_HAS/DELIRIUM,0.00011974045525726555
1619,prontuario_TEVE ITU PRECISANDO FAZER USO MERONEM RETORNO AMBULATORIO OK,0.00011905776275677001
566,COMORBIDADES_EPLEPSIA/INSTITUCIONALIZADO,0.00011902967309933614
1482,prontuario_MULTIPLAS SUSPENSOES PROBLEMA COM FAMILIAR/TERMO AVCI 05/07 CHOQUE SEPTICO OBITO,0.00011897329332970767
1627,prontuario_TINHA FRATURA DE ÚMERO TB - OPEROU UMERO 31/08    RETORNO AMBULATORIAL OK  ,0.00011888275683440699
1537,prontuario_POLITRAUMA TCE FX COLUNA FX PELVE COPNSERVADOR FX UMERO OPEROU DIA DOIS DE AGOSTO,0.00011753789557623418
1514,prontuario_OPEROU O OMBRO TAMBÉM BOA EVOLUÇÃO AMBULATORIAL SEM INTERCORRENCIAS,0.00011752303286964409
1105,prontuario_01 SUSP 14/09 SEMI,0.00011685231201443419
1318,"prontuario_CHEGOU E PRECIOSU TRATAR ITU, TEVE SUSPENSÃO POR AVANÇO DE HORÁRIO, BOA EVOLUÇÃO AMBULATORIAL",0.00011537096755519642
979,COMORBIDADES_has/dm/avc/neo mama,0.00011476731678603965
521,COMORBIDADES_DM/HAS/CIRROSE/HEPATITE C/VARIZES ESOFAGO,0.00011476392101710878
1601,prontuario_TEVE ALTA BOA EVOLUÇÃO COM RETORNO AMBULATORIAL OK,0.00011425429165355449
624,COMORBIDADES_HAS/ALZHEIMER/DAC,0.00011406833385245694
857,COMORBIDADES_HAS/POLIOMIELITE,0.00011397496877809024
1528,prontuario_PACIENTE TESTEMUNHA DE JEOVÁ,0.00011365958628195871
296,TEMPO CIRURGIA A ALTA_62-63,0.00011347960481866191
